"service_id","monday","tuesday","wednesday","thursday","friday","saturday","sunday","start_date","end_date"
"101-09.280322.15","1","1","1","1","0","0","0","20220328","20220331"
"101-09.010422.16","0","0","0","0","1","0","0","20220401","20220401"
"101-09.020422.32","0","0","0","0","0","1","0","20220402","20220402"
"101-09.030422.64","0","0","0","0","0","0","1","20220403","20220403"
"101-09.040422.15","1","1","1","1","0","0","0","20220404","20220407"
"101-09.080422.16","0","0","0","0","1","0","0","20220408","20220408"
"101-09.090422.32","0","0","0","0","0","1","0","20220409","20220409"
"101-09.100422.64","0","0","0","0","0","0","1","20220410","20220410"
"101-09.110422.15","1","1","1","1","0","0","0","20220411","20220414"
"101-09.150422.16","0","0","0","0","1","0","0","20220415","20220415"
"101-09.160422.32","0","0","0","0","0","1","0","20220416","20220416"
"101-09.170422.64","0","0","0","0","0","0","1","20220417","20220417"
"101-09.180422.15","1","1","1","1","0","0","0","20220418","20220421"
"101-09.220422.16","0","0","0","0","1","0","0","20220422","20220422"
"101-09.230422.32","0","0","0","0","0","1","0","20220423","20220423"
"101-09.240422.64","0","0","0","0","0","0","1","20220424","20220424"
"101-09.250422.15","1","1","1","1","0","0","0","20220425","20220428"
"101-09.290422.16","0","0","0","0","1","0","0","20220429","20220429"
"101-09.300422.32","0","0","0","0","0","1","0","20220430","20220430"
"101-09.010522.64","0","0","0","0","0","0","1","20220501","20220501"
"101-09.020522.15","1","1","1","1","0","0","0","20220502","20220505"
"101-09.060522.16","0","0","0","0","1","0","0","20220506","20220506"
"101-09.070522.32","0","0","0","0","0","1","0","20220507","20220507"
"101-09.080522.64","0","0","0","0","0","0","1","20220508","20220508"
"101-09.090522.15","1","1","1","1","0","0","0","20220509","20220512"
"101-09.130522.16","0","0","0","0","1","0","0","20220513","20220513"
"101-09.140522.32","0","0","0","0","0","1","0","20220514","20220514"
"101-09.150522.64","0","0","0","0","0","0","1","20220515","20220515"
"101-09.160522.15","1","1","1","1","0","0","0","20220516","20220519"
"101-09.200522.16","0","0","0","0","1","0","0","20220520","20220520"
"101-09.210522.32","0","0","0","0","0","1","0","20220521","20220521"
"101-09.220522.64","0","0","0","0","0","0","1","20220522","20220522"
"101-09.230522.15","1","1","1","1","0","0","0","20220523","20220526"
"101-09.270522.16","0","0","0","0","1","0","0","20220527","20220527"
"101-09.280522.32","0","0","0","0","0","1","0","20220528","20220528"
"101-09.290522.64","0","0","0","0","0","0","1","20220529","20220529"
"101-09.300522.15","1","1","1","1","0","0","0","20220530","20220602"
"101-10.260222.32","0","0","0","0","0","1","0","20220226","20220226"
"101-10.270222.64","0","0","0","0","0","0","1","20220227","20220227"
"101-10.050322.32","0","0","0","0","0","1","0","20220305","20220305"
"101-10.060322.64","0","0","0","0","0","0","1","20220306","20220306"
"101-10.120322.32","0","0","0","0","0","1","0","20220312","20220312"
"101-10.130322.64","0","0","0","0","0","0","1","20220313","20220313"
"101-10.190322.32","0","0","0","0","0","1","0","20220319","20220319"
"101-10.200322.64","0","0","0","0","0","0","1","20220320","20220320"
"101-10.260322.32","0","0","0","0","0","1","0","20220326","20220326"
"101-10.270322.64","0","0","0","0","0","0","1","20220327","20220327"
"101-10.020422.32","0","0","0","0","0","1","0","20220402","20220402"
"101-10.030422.64","0","0","0","0","0","0","1","20220403","20220403"
"101-10.090422.32","0","0","0","0","0","1","0","20220409","20220409"
"101-10.100422.64","0","0","0","0","0","0","1","20220410","20220410"
"101-10.160422.32","0","0","0","0","0","1","0","20220416","20220416"
"101-10.170422.64","0","0","0","0","0","0","1","20220417","20220417"
"101-10.230422.32","0","0","0","0","0","1","0","20220423","20220423"
"101-10.240422.64","0","0","0","0","0","0","1","20220424","20220424"
"101-10.300422.32","0","0","0","0","0","1","0","20220430","20220430"
"101-10.010522.64","0","0","0","0","0","0","1","20220501","20220501"
"101-10.070522.32","0","0","0","0","0","1","0","20220507","20220507"
"101-10.080522.64","0","0","0","0","0","0","1","20220508","20220508"
"101-10.140522.32","0","0","0","0","0","1","0","20220514","20220514"
"101-10.150522.64","0","0","0","0","0","0","1","20220515","20220515"
"101-10.210522.32","0","0","0","0","0","1","0","20220521","20220521"
"101-10.220522.64","0","0","0","0","0","0","1","20220522","20220522"
"101-10.280522.32","0","0","0","0","0","1","0","20220528","20220528"
"101-10.290522.64","0","0","0","0","0","0","1","20220529","20220529"
"101-11.260222.32","0","0","0","0","0","1","0","20220226","20220226"
"101-11.270222.64","0","0","0","0","0","0","1","20220227","20220227"
"101-11.050322.32","0","0","0","0","0","1","0","20220305","20220305"
"101-11.060322.64","0","0","0","0","0","0","1","20220306","20220306"
"101-11.120322.32","0","0","0","0","0","1","0","20220312","20220312"
"101-11.130322.64","0","0","0","0","0","0","1","20220313","20220313"
"101-11.190322.32","0","0","0","0","0","1","0","20220319","20220319"
"101-11.200322.64","0","0","0","0","0","0","1","20220320","20220320"
"101-11.260322.32","0","0","0","0","0","1","0","20220326","20220326"
"101-11.270322.64","0","0","0","0","0","0","1","20220327","20220327"
"101-11.020422.32","0","0","0","0","0","1","0","20220402","20220402"
"101-11.030422.64","0","0","0","0","0","0","1","20220403","20220403"
"101-11.090422.32","0","0","0","0","0","1","0","20220409","20220409"
"101-11.100422.64","0","0","0","0","0","0","1","20220410","20220410"
"101-11.160422.32","0","0","0","0","0","1","0","20220416","20220416"
"101-11.170422.64","0","0","0","0","0","0","1","20220417","20220417"
"101-11.230422.32","0","0","0","0","0","1","0","20220423","20220423"
"101-11.240422.64","0","0","0","0","0","0","1","20220424","20220424"
"101-11.300422.32","0","0","0","0","0","1","0","20220430","20220430"
"101-11.010522.64","0","0","0","0","0","0","1","20220501","20220501"
"101-11.070522.32","0","0","0","0","0","1","0","20220507","20220507"
"101-11.080522.64","0","0","0","0","0","0","1","20220508","20220508"
"101-11.140522.32","0","0","0","0","0","1","0","20220514","20220514"
"101-11.150522.64","0","0","0","0","0","0","1","20220515","20220515"
"101-11.210522.32","0","0","0","0","0","1","0","20220521","20220521"
"101-11.220522.64","0","0","0","0","0","0","1","20220522","20220522"
"101-11.280522.32","0","0","0","0","0","1","0","20220528","20220528"
"101-11.290522.64","0","0","0","0","0","0","1","20220529","20220529"
"101-12.260222.32","0","0","0","0","0","1","0","20220226","20220226"
"101-12.270222.64","0","0","0","0","0","0","1","20220227","20220227"
"101-12.050322.32","0","0","0","0","0","1","0","20220305","20220305"
"101-12.060322.64","0","0","0","0","0","0","1","20220306","20220306"
"101-12.120322.32","0","0","0","0","0","1","0","20220312","20220312"
"101-12.130322.64","0","0","0","0","0","0","1","20220313","20220313"
"101-12.190322.32","0","0","0","0","0","1","0","20220319","20220319"
"101-12.200322.64","0","0","0","0","0","0","1","20220320","20220320"
"101-12.260322.32","0","0","0","0","0","1","0","20220326","20220326"
"101-12.270322.64","0","0","0","0","0","0","1","20220327","20220327"
"101-12.020422.32","0","0","0","0","0","1","0","20220402","20220402"
"101-12.030422.64","0","0","0","0","0","0","1","20220403","20220403"
"101-12.090422.32","0","0","0","0","0","1","0","20220409","20220409"
"101-12.100422.64","0","0","0","0","0","0","1","20220410","20220410"
"101-12.160422.32","0","0","0","0","0","1","0","20220416","20220416"
"101-12.170422.64","0","0","0","0","0","0","1","20220417","20220417"
"101-12.230422.32","0","0","0","0","0","1","0","20220423","20220423"
"101-12.240422.64","0","0","0","0","0","0","1","20220424","20220424"
"101-12.300422.32","0","0","0","0","0","1","0","20220430","20220430"
"101-12.010522.64","0","0","0","0","0","0","1","20220501","20220501"
"101-12.070522.32","0","0","0","0","0","1","0","20220507","20220507"
"101-12.080522.64","0","0","0","0","0","0","1","20220508","20220508"
"101-12.140522.32","0","0","0","0","0","1","0","20220514","20220514"
"101-12.150522.64","0","0","0","0","0","0","1","20220515","20220515"
"101-12.210522.32","0","0","0","0","0","1","0","20220521","20220521"
"101-12.220522.64","0","0","0","0","0","0","1","20220522","20220522"
"101-12.280522.32","0","0","0","0","0","1","0","20220528","20220528"
"101-12.290522.64","0","0","0","0","0","0","1","20220529","20220529"
"101-13.260222.32","0","0","0","0","0","1","0","20220226","20220226"
"101-13.270222.64","0","0","0","0","0","0","1","20220227","20220227"
"101-13.050322.32","0","0","0","0","0","1","0","20220305","20220305"
"101-13.060322.64","0","0","0","0","0","0","1","20220306","20220306"
"101-13.120322.32","0","0","0","0","0","1","0","20220312","20220312"
"101-13.130322.64","0","0","0","0","0","0","1","20220313","20220313"
"101-13.190322.32","0","0","0","0","0","1","0","20220319","20220319"
"101-13.200322.64","0","0","0","0","0","0","1","20220320","20220320"
"101-13.260322.32","0","0","0","0","0","1","0","20220326","20220326"
"101-13.270322.64","0","0","0","0","0","0","1","20220327","20220327"
"101-13.020422.32","0","0","0","0","0","1","0","20220402","20220402"
"101-13.030422.64","0","0","0","0","0","0","1","20220403","20220403"
"101-13.090422.32","0","0","0","0","0","1","0","20220409","20220409"
"101-13.100422.64","0","0","0","0","0","0","1","20220410","20220410"
"101-13.160422.32","0","0","0","0","0","1","0","20220416","20220416"
"101-13.170422.64","0","0","0","0","0","0","1","20220417","20220417"
"101-13.230422.32","0","0","0","0","0","1","0","20220423","20220423"
"101-13.240422.64","0","0","0","0","0","0","1","20220424","20220424"
"101-13.300422.32","0","0","0","0","0","1","0","20220430","20220430"
"101-13.010522.64","0","0","0","0","0","0","1","20220501","20220501"
"101-13.070522.32","0","0","0","0","0","1","0","20220507","20220507"
"101-13.080522.64","0","0","0","0","0","0","1","20220508","20220508"
"101-13.140522.32","0","0","0","0","0","1","0","20220514","20220514"
"101-13.150522.64","0","0","0","0","0","0","1","20220515","20220515"
"101-13.210522.32","0","0","0","0","0","1","0","20220521","20220521"
"101-13.220522.64","0","0","0","0","0","0","1","20220522","20220522"
"101-13.280522.32","0","0","0","0","0","1","0","20220528","20220528"
"101-13.290522.64","0","0","0","0","0","0","1","20220529","20220529"
"101-14.260222.32","0","0","0","0","0","1","0","20220226","20220226"
"101-14.270222.64","0","0","0","0","0","0","1","20220227","20220227"
"101-14.050322.32","0","0","0","0","0","1","0","20220305","20220305"
"101-14.060322.64","0","0","0","0","0","0","1","20220306","20220306"
"101-14.120322.32","0","0","0","0","0","1","0","20220312","20220312"
"101-14.130322.64","0","0","0","0","0","0","1","20220313","20220313"
"101-14.190322.32","0","0","0","0","0","1","0","20220319","20220319"
"101-14.200322.64","0","0","0","0","0","0","1","20220320","20220320"
"101-14.260322.32","0","0","0","0","0","1","0","20220326","20220326"
"101-14.270322.64","0","0","0","0","0","0","1","20220327","20220327"
"101-14.020422.32","0","0","0","0","0","1","0","20220402","20220402"
"101-14.030422.64","0","0","0","0","0","0","1","20220403","20220403"
"101-14.090422.32","0","0","0","0","0","1","0","20220409","20220409"
"101-14.100422.64","0","0","0","0","0","0","1","20220410","20220410"
"101-14.160422.32","0","0","0","0","0","1","0","20220416","20220416"
"101-14.170422.64","0","0","0","0","0","0","1","20220417","20220417"
"101-14.230422.32","0","0","0","0","0","1","0","20220423","20220423"
"101-14.240422.64","0","0","0","0","0","0","1","20220424","20220424"
"101-14.300422.32","0","0","0","0","0","1","0","20220430","20220430"
"101-14.010522.64","0","0","0","0","0","0","1","20220501","20220501"
"101-14.070522.32","0","0","0","0","0","1","0","20220507","20220507"
"101-14.080522.64","0","0","0","0","0","0","1","20220508","20220508"
"101-14.140522.32","0","0","0","0","0","1","0","20220514","20220514"
"101-14.150522.64","0","0","0","0","0","0","1","20220515","20220515"
"101-14.210522.32","0","0","0","0","0","1","0","20220521","20220521"
"101-14.220522.64","0","0","0","0","0","0","1","20220522","20220522"
"101-14.280522.32","0","0","0","0","0","1","0","20220528","20220528"
"101-14.290522.64","0","0","0","0","0","0","1","20220529","20220529"
"101-15.260222.32","0","0","0","0","0","1","0","20220226","20220226"
"101-15.270222.64","0","0","0","0","0","0","1","20220227","20220227"
"101-15.050322.32","0","0","0","0","0","1","0","20220305","20220305"
"101-15.060322.64","0","0","0","0","0","0","1","20220306","20220306"
"101-15.120322.32","0","0","0","0","0","1","0","20220312","20220312"
"101-15.130322.64","0","0","0","0","0","0","1","20220313","20220313"
"101-15.190322.32","0","0","0","0","0","1","0","20220319","20220319"
"101-15.200322.64","0","0","0","0","0","0","1","20220320","20220320"
"101-15.260322.32","0","0","0","0","0","1","0","20220326","20220326"
"101-15.270322.64","0","0","0","0","0","0","1","20220327","20220327"
"101-15.020422.32","0","0","0","0","0","1","0","20220402","20220402"
"101-15.030422.64","0","0","0","0","0","0","1","20220403","20220403"
"101-15.090422.32","0","0","0","0","0","1","0","20220409","20220409"
"101-15.100422.64","0","0","0","0","0","0","1","20220410","20220410"
"101-15.160422.32","0","0","0","0","0","1","0","20220416","20220416"
"101-15.170422.64","0","0","0","0","0","0","1","20220417","20220417"
"101-15.230422.32","0","0","0","0","0","1","0","20220423","20220423"
"101-15.240422.64","0","0","0","0","0","0","1","20220424","20220424"
"101-15.300422.32","0","0","0","0","0","1","0","20220430","20220430"
"101-15.010522.64","0","0","0","0","0","0","1","20220501","20220501"
"101-15.070522.32","0","0","0","0","0","1","0","20220507","20220507"
"101-15.080522.64","0","0","0","0","0","0","1","20220508","20220508"
"101-15.140522.32","0","0","0","0","0","1","0","20220514","20220514"
"101-15.150522.64","0","0","0","0","0","0","1","20220515","20220515"
"101-15.210522.32","0","0","0","0","0","1","0","20220521","20220521"
"101-15.220522.64","0","0","0","0","0","0","1","20220522","20220522"
"101-15.280522.32","0","0","0","0","0","1","0","20220528","20220528"
"101-15.290522.64","0","0","0","0","0","0","1","20220529","20220529"
"101-16.260222.32","0","0","0","0","0","1","0","20220226","20220226"
"101-16.270222.64","0","0","0","0","0","0","1","20220227","20220227"
"101-16.050322.32","0","0","0","0","0","1","0","20220305","20220305"
"101-16.060322.64","0","0","0","0","0","0","1","20220306","20220306"
"101-16.120322.32","0","0","0","0","0","1","0","20220312","20220312"
"101-16.130322.64","0","0","0","0","0","0","1","20220313","20220313"
"101-16.190322.32","0","0","0","0","0","1","0","20220319","20220319"
"101-16.200322.64","0","0","0","0","0","0","1","20220320","20220320"
"101-16.260322.32","0","0","0","0","0","1","0","20220326","20220326"
"101-16.270322.64","0","0","0","0","0","0","1","20220327","20220327"
"101-16.020422.32","0","0","0","0","0","1","0","20220402","20220402"
"101-16.030422.64","0","0","0","0","0","0","1","20220403","20220403"
"101-16.090422.32","0","0","0","0","0","1","0","20220409","20220409"
"101-16.100422.64","0","0","0","0","0","0","1","20220410","20220410"
"101-16.160422.32","0","0","0","0","0","1","0","20220416","20220416"
"101-16.170422.64","0","0","0","0","0","0","1","20220417","20220417"
"101-16.230422.32","0","0","0","0","0","1","0","20220423","20220423"
"101-16.240422.64","0","0","0","0","0","0","1","20220424","20220424"
"101-16.300422.32","0","0","0","0","0","1","0","20220430","20220430"
"101-16.010522.64","0","0","0","0","0","0","1","20220501","20220501"
"101-16.070522.32","0","0","0","0","0","1","0","20220507","20220507"
"101-16.080522.64","0","0","0","0","0","0","1","20220508","20220508"
"101-16.140522.32","0","0","0","0","0","1","0","20220514","20220514"
"101-16.150522.64","0","0","0","0","0","0","1","20220515","20220515"
"101-16.210522.32","0","0","0","0","0","1","0","20220521","20220521"
"101-16.220522.64","0","0","0","0","0","0","1","20220522","20220522"
"101-16.280522.32","0","0","0","0","0","1","0","20220528","20220528"
