"shape_id","shape_pt_lat","shape_pt_lon","shape_pt_sequence","shape_dist_traveled"
"SMNW.INBOUND","-33.7721014","151.0820033","334","21968.82"
"SMNW.INBOUND","-33.7721267","151.0820089","335","21971.68"
"SMNW.INBOUND","-33.7722124","151.0820268","336","21981.33"
"SMNW.INBOUND","-33.7742309","151.0829193","337","22219.99"
"SMNW.INBOUND","-33.7764749","151.0839115","338","22485.32"
"SMNW.INBOUND","-33.7768878","151.0841212","339","22535.06"
"SMNW.INBOUND","-33.7772927","151.0843397","340","22584.32"
"SMNW.INBOUND","-33.7777038","151.084608","341","22636.26"
"SMNW.INBOUND","-33.778105","151.0849121","342","22688.92"
"SMNW.INBOUND","-33.7782634","151.0850814","343","22712.47"
"SMNW.INBOUND","-33.7787365","151.0856568","344","22787.27"
"SMNW.INBOUND","-33.7790325","151.0860845","345","22838.72"
"SMNW.INBOUND","-33.7793064","151.0865636","346","22892.5"
"SMNW.INBOUND","-33.7795609","151.0871118","347","22950.59"
"SMNW.INBOUND","-33.779777","151.0876993","348","23010.05"
"SMNW.INBOUND","-33.7799343","151.0882893","349","23067.42"
"SMNW.INBOUND","-33.779999","151.0886462","350","23101.24"
"SMNW.INBOUND","-33.7800424","151.0889116","351","23126.29"
"SMNW.INBOUND","-33.7800972","151.0895236","352","23183.3"
"SMNW.INBOUND","-33.780087","151.0901642","353","23242.65"
"SMNW.INBOUND","-33.7800337","151.0907548","354","23297.67"
"SMNW.INBOUND","-33.7799165","151.0913631","355","23355.49"
"SMNW.INBOUND","-33.7797547","151.0919628","356","23413.86"
"SMNW.INBOUND","-33.7794172","151.0930505","357","23521.34"
"SMNW.INBOUND","-33.7747323","151.1080318","358","25003.09"
"SMNW.INBOUND","-33.7745469","151.1089847","359","25093.72"
"SMNW.INBOUND","-33.7744379","151.1099639","360","25185.23"
"SMNW.INBOUND","-33.7744209","151.1109914","361","25280.42"
"SMNW.INBOUND","-33.7744989","151.1119357","362","25368.32"
"SMNW.INBOUND","-33.7745974","151.1124458","363","25416.81"
"SMNW.INBOUND","-33.7746772","151.1128905","364","25458.95"
"SMNW.INBOUND","-33.774805","151.1133531","365","25504.08"
"SMNW.INBOUND","-33.7749463","151.1138584","366","25553.44"
"SMNW.INBOUND","-33.7751127","151.1143085","367","25599.03"
"SMNW.INBOUND","-33.7752956","151.1147556","368","25645.15"
"SMNW.INBOUND","-33.7755568","151.115285","369","25702.1"
"SMNW.INBOUND","-33.7757374","151.1156532","370","25741.66"
"SMNW.INBOUND","-33.7759503","151.1159998","371","25781.51"
"SMNW.INBOUND","-33.776215","151.116443","372","25831.98"
"SMNW.INBOUND","-33.7764638","151.1168226","373","25876.68"
"SMNW.INBOUND","-33.7773491","151.1180827","374","26029.21"
"SMNW.INBOUND","-33.7798145","151.1214391","375","26443.25"
"SMNW.INBOUND","-33.7844731","151.1276916","376","27219.37"
"SMNW.INBOUND","-33.7864408","151.1303292","377","27546.95"
"SMNW.INBOUND","-33.7867627","151.1307085","378","27597.04"
"SMNW.INBOUND","-33.7871018","151.1310584","379","27646.69"
"SMNW.INBOUND","-33.7876923","151.1315373","380","27725.79"
"SMNW.INBOUND","-33.7879258","151.1316854","381","27755.1"
"SMNW.INBOUND","-33.7881336","151.1318135","382","27781.02"
"SMNW.INBOUND","-33.7887331","151.1321005","383","27852.63"
"SMNW.INBOUND","-33.7901329","151.1327606","384","28019.5"
"SMNW.INBOUND","-33.7909787","151.1331495","385","28119.99"
"SMNW.INBOUND","-33.7917175","151.133728","386","28217.89"
"SMNW.INBOUND","-33.7919599","151.1339378","387","28251.07"
"SMNW.INBOUND","-33.7924111","151.1343962","388","28316.69"
"SMNW.INBOUND","-33.7928371","151.1349088","389","28383.67"
"SMNW.INBOUND","-33.793174","151.135376","390","28440.84"
"SMNW.INBOUND","-33.7935063","151.1359207","391","28503.32"
"SMNW.INBOUND","-33.7938429","151.1369314","392","28604.09"
"SMNW.INBOUND","-33.7944371","151.1390682","393","28812.66"
"SMNW.INBOUND","-33.7948678","151.1409748","394","28995.57"
"SMNW.INBOUND","-33.7957982","151.145297","395","29408.92"
"SMNW.INBOUND","-33.7958828","151.1458293","396","29459.1"
"SMNW.INBOUND","-33.7960123","151.1467722","397","29547.59"
"SMNW.INBOUND","-33.7960603","151.1474458","398","29610.2"
"SMNW.INBOUND","-33.7959845","151.1483225","399","29691.82"
"SMNW.INBOUND","-33.7958447","151.1493847","400","29791.4"
"SMNW.INBOUND","-33.7951825","151.1515085","401","30001.34"
"SMNW.INBOUND","-33.7949101","151.1520776","402","30062.09"
"SMNW.INBOUND","-33.7946092","151.1526489","403","30124.64"
"SMNW.INBOUND","-33.7940018","151.1537973","404","30250.54"
"SMNW.INBOUND","-33.7928902","151.1555549","405","30454.73"
"SMNW.INBOUND","-33.7920809","151.1566382","406","30589.35"
"SMNW.INBOUND","-33.7916639","151.1571822","407","30657.74"
"SMNW.INBOUND","-33.7887005","151.1605842","408","31113.05"
"SMNW.INBOUND","-33.7872136","151.1616637","409","31305.91"
"SMNW.INBOUND","-33.7855615","151.162379","410","31500.77"
"SMNW.INBOUND","-33.7838205","151.162956","411","31701.14"
"SMNW.INBOUND","-33.7831468","151.1633467","412","31784.16"
"SMNW.INBOUND","-33.7819162","151.1642629","413","31944.89"
"SMNW.INBOUND","-33.7813856","151.1647725","414","32020.33"
"SMNW.INBOUND","-33.7809339","151.1652749","415","32088.71"
"SMNW.INBOUND","-33.7804627","151.1658937","416","32166.27"
"SMNW.INBOUND","-33.7801953","151.1663005","417","32214.22"
"SMNW.INBOUND","-33.7798273","151.166929","418","32285.32"
"SMNW.INBOUND","-33.779424","151.1678145","419","32378.75"
"SMNW.INBOUND","-33.7791785","151.1685035","420","32448.13"
"SMNW.INBOUND","-33.7789067","151.1696425","421","32557.85"
"SMNW.INBOUND","-33.7787988","151.1706377","422","32650.8"
"SMNW.INBOUND","-33.7787795","151.1713949","423","32720.97"
"SMNW.INBOUND","-33.778809","151.1721393","424","32790.0"
"SMNW.INBOUND","-33.7789422","151.1729962","425","32870.73"
"SMNW.INBOUND","-33.7791375","151.1738261","426","32950.59"
"SMNW.INBOUND","-33.7793212","151.1743855","427","33006.27"
"SMNW.INBOUND","-33.7795419","151.1749461","428","33063.67"
"SMNW.INBOUND","-33.7798318","151.1755577","429","33128.81"
"SMNW.INBOUND","-33.7801241","151.1760582","430","33185.38"
"SMNW.INBOUND","-33.7806611","151.1768639","431","33280.86"
"SMNW.INBOUND","-33.7810713","151.1773548","432","33345.19"
"SMNW.INBOUND","-33.7814831","151.1777983","433","33406.62"
"SMNW.INBOUND","-33.7818716","151.1781809","434","33462.41"
"SMNW.INBOUND","-33.782293","151.1785537","435","33520.52"
"SMNW.INBOUND","-33.7831693","151.1791579","436","33632.67"
"SMNW.INBOUND","-33.7836105","151.1794066","437","33686.76"
"SMNW.INBOUND","-33.7839939","151.1795783","438","33732.16"
"SMNW.INBOUND","-33.7848413","151.1797387","439","33827.32"
"SMNW.INBOUND","-33.7859834","151.1798895","440","33954.77"
"SMNW.INBOUND","-33.7870744","151.1801078","441","34077.46"
"SMNW.INBOUND","-33.7879887","151.1803079","442","34180.55"
"SMNW.INBOUND","-33.7881916","151.1803776","443","34203.97"
"SMNW.INBOUND","-33.788441","151.1805163","444","34234.47"
"SMNW.INBOUND","-33.7888102","151.1806588","445","34277.49"
"SMNW.INBOUND","-33.7891073","151.1807454","446","34311.41"
"SMNW.INBOUND","-33.7894805","151.1808079","447","34353.2"
"SMNW.INBOUND","-33.7896879","151.1808329","448","34376.32"
"SMNW.INBOUND","-33.7898504","151.180844","449","34394.38"
"SMNW.INBOUND","-33.7900197","151.1808537","450","34413.18"
"SMNW.INBOUND","-33.7901799","151.1808592","451","34430.95"
"SMNW.INBOUND","-33.7904518","151.1808592","452","34461.11"
"SMNW.INBOUND","-33.7922998","151.1808856","453","34666.11"
"SMNW.INBOUND","-33.7927042","151.18088","454","34710.96"
"SMNW.INBOUND","-33.7930337","151.18088","455","34747.51"
"SMNW.INBOUND","-33.7931961","151.1808814","456","34765.53"
"SMNW.INBOUND","-33.7937871","151.1808958","457","34831.09"
"SMNW.INBOUND","-33.7946467","151.1809118","458","34926.45"
"SMNW.INBOUND","-33.794853","151.1809159","459","34949.33"
"SMNW.INBOUND","-33.795453","151.1809258","460","35015.89"
"SMNW.INBOUND","-33.795748","151.1809313","461","35048.62"
"SMNW.INBOUND","-33.796111","151.1809381","462","35088.89"
"SMNW.INBOUND","-33.7974842","151.1809616","463","35241.21"
